"Comparison_ID","Data_Type","Article_ID","Last_Name","Year","Test_ID","Outcome_ID","Test_Name","Cognitive_Domain","Component_vs_Calculation","Outcome_Name","Participant_Age_Mean","Participant_Age_Reported_Variance","Participant_Age_Reported_Variance_Type","Participant_Age_Min","Participant_Age_Max","Participant_Sex","Sex_Distribution","Title","Journal","Citation","DOI","Publication_Type","Country_Of_Study","Total_Comparisons","Pre_Registration_Status","Open_Data","Recruitment_Method","Direction","Variable_Name","Variable_Value","Variable_Unit","Variable_Range_Min","Variable_Range_Max","Variable_Transformation","Transfer_Distance_Classification","Data_Source","Data_Extraction_Method","Control_Group_Type","Control_Group_Description","Shared_Control_Group","Shared_Intervention_Group","Control_Group_ID","Intervention_Group_ID","Multi_Arm_Study","Number_of_Arms","Morris_Method_Required","Change_Score_Reported_Flag","Intervention_Type","Intervention_Description","Session_Frequency_Value_Per_Week","Session_Count","Adaptive_Difficulty","Intervention_to_Test_Interval_Days","Intervention_Type_Cognitive_Activity","Cognitive_Activity_Description","Intervention_Type_Physical_Activity","Physical_Activity_Description","Activity_Presentation","Multimodal_Intervention_Status","Exercise_Type","Exercise_Intensity_Reported","Exercise_Intensity_Value","Exercise_Intensity_Category","Control_N","Intervention_N","Total_N","Attrition_N","Attrition_Rate","ITT_Analysis","Per_Protocol_Analysis","CHANGE_SCORE_Control_Group_Mean","CHANGE_SCORE_Control_Group_Variance_Value","CHANGE_SCORE_Control_Group_Variance_Type","CHANGE_SCORE_Intervention_Group_Mean","CHANGE_SCORE_Intervention_Group_Variance_Value","CHANGE_SCORE_Intervention_Group_Variance_Type","PRE_TEST_Control_Group_Mean","PRE_TEST_Control_Group_Variance_Value","PRE_TEST_Control_Group_Variance_Type","POST_TEST_Control_Group_Mean","POST_TEST_Control_Group_Variance_Value","POST_TEST_Control_Group_Variance_Type","PRE_TEST_Intervention_Group_Mean","PRE_TEST_Intervention_Group_Variance_Value","PRE_TEST_Intervention_Group_Variance_Type","POST_TEST_Intervention_Group_Mean","POST_TEST_Intervention_Group_Variance_Value","POST_TEST_Intervention_Group_Variance_Type","RoB2_01_Randomization_Process","RoB2_02_Deviations_From_Intended_Interventions","RoB2_03_Missing_Outcome_Data","RoB2_04_Measurement_Of_Outcome","RoB2_05_Selection_Of_Reported_Result","Overall_Risk_Of_Bias","High_RoB_Flag","RoB2_Notes","sensitivity_intervention_characteristics","sensitivity_age_violation","any_sensitivity_flag","Article_ID_From_File","Between_Or_Within_Design","Comparison_Column_Index","Control_Group_ID_Standardized","Control_Original_Variance_Type","Control_POST_Original_Variance_Type","Control_PRE_Original_Variance_Type","Import_Batch","Intervention_Adherence","Intervention_Duration","Intervention_Duration_Days","Intervention_Duration_Legacy","Intervention_Duration_Unit","Intervention_Duration_Unit_Legacy","Intervention_Original_Variance_Type","Intervention_POST_Original_Variance_Type","Intervention_PRE_Original_Variance_Type","Intervention_to_Test_Interval_Units","Intervention_to_Test_Interval_Units_Legacy","Intervention_to_Test_Interval_Value","Intervention_to_Test_Interval_Value_Legacy","Multimodal_Intervention_Description","Notes_From_File","Original_File","Other_Sensitivity_Notes","Session_Duration_Units","Session_Duration_Value","Supervised_vs_Unsupervised","Total_Hours","Variance_Conversion_Notes","Study_ID","Study_ID_Unique","Intervention_Group_ID_Standardized","Hedges_g","sampling_variance","vi_adjusted","Variance_Inflation_Factor","Exercise_Intensity_Collapsed","Morris_Method_Required_Bool","Hedges_g_corrected","sampling_variance_corrected","calculation_method","Test_Name_Standardized","sensitivity_statistical_issues","sensitivity_data_extraction","Arm_Number","Study_Arm_ID","VIF_multiarm","vi_adjusted_multiarm"
"Hardy2015_1_4_1","Change-Score","Hardy2015","Hardy",2015,4,1,"Raven Progressive Matrices","Executive Function/Attention","Original","Problem solving and fluid reasoning",39.2,"15.1","SD","18","80","Both","45.6","""Enhancing Cognitive Abilities with Comprehensive Training: A Large, Online, Randomized, Active-Controlled Trial""","PLOS ONE","""Hardy, J. L., Nelson, R. A., Thomason, M. E., Sternberg, D. A., Katovich, K., Farzin, F., & Scanlon, M. (2015). Enhancing cognitive abilities with comprehensive training: A large, online, randomized, active-controlled trial. PLOS ONE, 10(9), e0134467. https://doi.org/10.1371/journal.pone.0134467""","10.1371/journal.pone.0134467","Journal Article","United States",7,"True","True","Online recruitment from Lumosity website users","higher better","Problem solving score","Normalized score","Standardized points","0","NR","normalization","Intermediate","Table 2","Table 2","Active","Crossword puzzles of medium difficulty (approximately equivalent to a Thursday New York Times crossword puzzle)","True","True","Control-1","Intervention-1","False",2,"False","True","Cognitive","""Lumosity cognitive training program with 49 tasks targeting speed of processing, attention, memory, flexibility, and problem solving""",5,50,"True",1,"True","""Daily training sessions of five cognitive training tasks chosen by an algorithm to optimize balance of training activities across speed of processing, attention, memory, flexibility, and problem solving domains""","False","","Online web-based platform","False","","","","",2048,2667,4715,5204,52.5,"False","True",1.3,15.06,"SD",3.02,15.86,"SD","","","","","","","","","","","","","Low Risk","Some Concerns","High Risk","Low Risk","Low Risk","High Risk","True","High attrition rate (52.5%) is the main concern. Randomization was well-described. Some concerns about deviations as some control participants accessed cognitive training. Outcome measurement was automated and standardized.",0,1,1,"Hardy2015","between-groups",4,"Hardy2015_Control-1","SD","","","original","66.6",10,70,10,"weeks","weeks","SD","","","days","days","1","1","FALSE","SENSITIVITY: some participants over 65yo; no morris-method because change scores reported","Hardy2015_processed.xlsm","SENSITIVITY: some participants over 65yo; no morris-method because change scores reported","minutes",15,"Unsupervised",12.5,"",1,"Hardy2015_1","Hardy2015_Intervention-1",0.110824222571035,0.000864536820764101,0.000864536820764101,1,"",FALSE,0.110824222571035,0.000864536820764101,"Change scores","Raven Progressive Matrices",1,0,1,"Hardy2015_1_A",1,0.000864536820764101
"Hardy2015_1_5_1","Change-Score","Hardy2015","Hardy",2015,5,1,"Go/No-Go Task","Executive Function/Attention","Original","Response inhibition and processing speed",39.2,"15.1","SD","18","80","Both","45.6","""Enhancing Cognitive Abilities with Comprehensive Training: A Large, Online, Randomized, Active-Controlled Trial""","PLOS ONE","""Hardy, J. L., Nelson, R. A., Thomason, M. E., Sternberg, D. A., Katovich, K., Farzin, F., & Scanlon, M. (2015). Enhancing cognitive abilities with comprehensive training: A large, online, randomized, active-controlled trial. PLOS ONE, 10(9), e0134467. https://doi.org/10.1371/journal.pone.0134467""","10.1371/journal.pone.0134467","Journal Article","United States",7,"True","True","Online recruitment from Lumosity website users","higher better","Response time","Normalized score","Standardized points","0","NR","normalization","Intermediate","Table 2","Table 2","Active","Crossword puzzles of medium difficulty (approximately equivalent to a Thursday New York Times crossword puzzle)","True","True","Control-1","Intervention-1","False",2,"False","True","Cognitive","""Lumosity cognitive training program with 49 tasks targeting speed of processing, attention, memory, flexibility, and problem solving""",5,50,"True",1,"True","""Daily training sessions of five cognitive training tasks chosen by an algorithm to optimize balance of training activities across speed of processing, attention, memory, flexibility, and problem solving domains""","False","","Online web-based platform","False","","","","",2048,2667,4715,5204,52.5,"False","True",1.61,14.95,"SD",4,15.73,"SD","","","","","","","","","","","","","Low Risk","Some Concerns","High Risk","Low Risk","Low Risk","High Risk","True","High attrition rate (52.5%) is the main concern. Randomization was well-described. Some concerns about deviations as some control participants accessed cognitive training. Outcome measurement was automated and standardized.",0,1,1,"Hardy2015","between-groups",5,"Hardy2015_Control-1","SD","","","original","66.6",10,70,10,"weeks","weeks","SD","","","days","days","1","1","FALSE","SENSITIVITY: some participants over 65yo; no morris-method because change scores reported","Hardy2015_processed.xlsm","SENSITIVITY: some participants over 65yo; no morris-method because change scores reported","minutes",15,"Unsupervised",12.5,"",1,"Hardy2015_1","Hardy2015_Intervention-1",0.155209642390438,0.000865788997305193,0.000865788997305193,1,"",FALSE,0.155209642390438,0.000865788997305193,"Change scores","Go/No-Go Task",1,0,1,"Hardy2015_1_A",1,0.000865788997305193
"Hardy2015_1_6_1","Change-Score","Hardy2015","Hardy",2015,6,1,"Arithmetic Reasoning Task","Executive Function/Attention","Original","Numerical problem solving",39.2,"15.1","SD","18","80","Both","45.6","""Enhancing Cognitive Abilities with Comprehensive Training: A Large, Online, Randomized, Active-Controlled Trial""","PLOS ONE","""Hardy, J. L., Nelson, R. A., Thomason, M. E., Sternberg, D. A., Katovich, K., Farzin, F., & Scanlon, M. (2015). Enhancing cognitive abilities with comprehensive training: A large, online, randomized, active-controlled trial. PLOS ONE, 10(9), e0134467. https://doi.org/10.1371/journal.pone.0134467""","10.1371/journal.pone.0134467","Journal Article","United States",7,"True","True","Online recruitment from Lumosity website users","higher better","Problem solving score","Normalized score","Standardized points","0","NR","normalization","Intermediate","Table 2","Table 2","Active","Crossword puzzles of medium difficulty (approximately equivalent to a Thursday New York Times crossword puzzle)","True","True","Control-1","Intervention-1","False",2,"False","True","Cognitive","""Lumosity cognitive training program with 49 tasks targeting speed of processing, attention, memory, flexibility, and problem solving""",5,50,"True",1,"True","""Daily training sessions of five cognitive training tasks chosen by an algorithm to optimize balance of training activities across speed of processing, attention, memory, flexibility, and problem solving domains""","False","","Online web-based platform","False","","","","",2048,2667,4715,5204,52.5,"False","True",0.75,10.32,"SD",3.64,10.78,"SD","","","","","","","","","","","","","Low Risk","Some Concerns","High Risk","Low Risk","Low Risk","High Risk","True","High attrition rate (52.5%) is the main concern. Randomization was well-described. Some concerns about deviations as some control participants accessed cognitive training. Outcome measurement was automated and standardized.",0,1,1,"Hardy2015","between-groups",6,"Hardy2015_Control-1","SD","","","original","66.6",10,70,10,"weeks","weeks","SD","","","days","days","1","1","FALSE","SENSITIVITY: some participants over 65yo; no morris-method because change scores reported","Hardy2015_processed.xlsm","SENSITIVITY: some participants over 65yo; no morris-method because change scores reported","minutes",15,"Unsupervised",12.5,"",1,"Hardy2015_1","Hardy2015_Intervention-1",0.273044665041492,0.000871140360615548,0.000871140360615548,1,"",FALSE,0.273044665041492,0.000871140360615548,"Change scores","Arithmetic Reasoning Task",1,0,1,"Hardy2015_1_A",1,0.000871140360615548
"Hardy2015_1_7_1","Change-Score","Hardy2015","Hardy",2015,7,1,"Two-Target Search Task","Executive Function/Attention","Original","Divided visual attention",39.2,"15.1","SD","18","80","Both","45.6","""Enhancing Cognitive Abilities with Comprehensive Training: A Large, Online, Randomized, Active-Controlled Trial""","PLOS ONE","""Hardy, J. L., Nelson, R. A., Thomason, M. E., Sternberg, D. A., Katovich, K., Farzin, F., & Scanlon, M. (2015). Enhancing cognitive abilities with comprehensive training: A large, online, randomized, active-controlled trial. PLOS ONE, 10(9), e0134467. https://doi.org/10.1371/journal.pone.0134467""","10.1371/journal.pone.0134467","Journal Article","United States",7,"True","True","Online recruitment from Lumosity website users","higher better","Target location recall","Normalized score","Standardized points","0","NR","normalization","Intermediate","Table 2","Table 2","Active","Crossword puzzles of medium difficulty (approximately equivalent to a Thursday New York Times crossword puzzle)","True","True","Control-1","Intervention-1","False",2,"False","True","Cognitive","""Lumosity cognitive training program with 49 tasks targeting speed of processing, attention, memory, flexibility, and problem solving""",5,50,"True",1,"True","""Daily training sessions of five cognitive training tasks chosen by an algorithm to optimize balance of training activities across speed of processing, attention, memory, flexibility, and problem solving domains""","False","","Online web-based platform","False","","","","",2048,2667,4715,5204,52.5,"False","True",0.37,17.92,"SD",5.24,12,"SD","","","","","","","","","","","","","Low Risk","Some Concerns","High Risk","Low Risk","Low Risk","High Risk","True","High attrition rate (52.5%) is the main concern. Randomization was well-described. Some concerns about deviations as some control participants accessed cognitive training. Outcome measurement was automated and standardized.",0,1,1,"Hardy2015","between-groups",7,"Hardy2015_Control-1","SD","","","original","66.6",10,70,10,"weeks","weeks","SD","","","days","days","1","1","FALSE","SENSITIVITY: some participants over 65yo; no morris-method because change scores reported","Hardy2015_processed.xlsm","SENSITIVITY: some participants over 65yo; no morris-method because change scores reported","minutes",15,"Unsupervised",12.5,"",1,"Hardy2015_1","Hardy2015_Intervention-1",0.327590355721859,0.000874614597312723,0.000874614597312723,1,"",FALSE,0.327590355721859,0.000874614597312723,"Change scores","Two-Target Search Task",1,0,1,"Hardy2015_1_A",1,0.000874614597312723
"Heinzel2013_2_1_1","Pre-Post","Heinzel2013","Heinzel",2013,1,1,"Digit Symbol Substitution Test (DSST)","Processing Speed","Original","Digit Symbol score",25.8,"2","SD","24","30","Both","66.7","Working memory training improvements and gains in non-trained cognitive tasks in young and older adults","Aging, Neuropsychology, and Cognition","Heinzel, S., Schulte, S., Onken, J., Duong, Q. L., Riemer, T. G., Heinz, A., Kathmann, N., & Rapp, M. A. (2013). Working memory training improvements and gains in non-trained cognitive tasks in young and older adults. Aging, Neuropsychology, and Cognition, 20(6), 1-28. https://doi.org/10.1080/13825585.2013.790338","10.1080/13825585.2013.790338","Journal Article","Germany",16,"False","False","Newspaper advertisements, email, and blackboard notes at university and sports clubs for senior citizens","higher better","Number of correct symbols","Number of correct symbols","symbols","0","NR","none","Far","Text and tables","Reported in text and tables","Passive","No-contact control group that did not participate in training","False","False","Control-2","Intervention-2","False",2,"True","False","Cognitive","Adaptive n-back working memory training with increasing difficulty by manipulating working memory load and presentation speed",3,12,"True",0,"True","n-back task with digits from 0-9 visually presented in the center of a black screen in randomized sequence one at a time, with varying levels of n (0 to 5) and interstimulus intervals (1800 to 1000 ms)","False","","Computerized","False","","","","",15,15,30,0,0,"False","True",NA,NA,"",NA,NA,"","43.13","4.32","SD","47.07","5.51","SD","45.4","7.11","SD","54.8","8.02","SD","Some Concerns","Some Concerns","Low Risk","Some Concerns","Some Concerns","Some Concerns","False","Randomization mentioned but method not specified; No blinding of participants or personnel reported; No missing outcome data (0% attrition); No information about blinding of outcome assessors; No pre-registration but all expected outcomes reported.",0,1,1,"Heinzel2013","between-groups",1,"Heinzel2013_Control-2","","SD","SD","original","1",4,28,4,"weeks","weeks","","SD","SD","days","days","0","0","Not Applicable","SENSITIVITY ANALYSIS: comparisons 9-16 are with group that partly exceeds age range","Heinzel2013_processed.xlsm","SENSITIVITY ANALYSIS: comparisons 9-16 are with group that partly exceeds age range","minutes",45,"TRUE",9,"",2,"Heinzel2013_2","Heinzel2013_Intervention-2",0.903046002060353,0.139090306039213,0.139090306039213,1,"",TRUE,0.903046002060353,0.139090306039213,"Morris dppc2","Digit Symbol Substitution Test (DSST)",0,0,1,"Heinzel2013_2_A",1,0.139090306039213
"Heinzel2013_2_2_1","Pre-Post","Heinzel2013","Heinzel",2013,2,1,"Digit Span Task","Working Memory","Original","Forward span",25.8,"2","SD","24","30","Both","66.7","Working memory training improvements and gains in non-trained cognitive tasks in young and older adults","Aging, Neuropsychology, and Cognition","Heinzel, S., Schulte, S., Onken, J., Duong, Q. L., Riemer, T. G., Heinz, A., Kathmann, N., & Rapp, M. A. (2013). Working memory training improvements and gains in non-trained cognitive tasks in young and older adults. Aging, Neuropsychology, and Cognition, 20(6), 1-28. https://doi.org/10.1080/13825585.2013.790338","10.1080/13825585.2013.790338","Journal Article","Germany",16,"False","False","Newspaper advertisements, email, and blackboard notes at university and sports clubs for senior citizens","higher better","Longest digit list correctly repeated","Digit span length","digits","0","16","none","Intermediate","Text and tables","Reported in text and tables","Passive","No-contact control group that did not participate in training","False","False","Control-2","Intervention-2","False",2,"True","False","Cognitive","Adaptive n-back working memory training with increasing difficulty by manipulating working memory load and presentation speed",3,12,"True",0,"True","n-back task with digits from 0-9 visually presented in the center of a black screen in randomized sequence one at a time, with varying levels of n (0 to 5) and interstimulus intervals (1800 to 1000 ms)","False","","Computerized","False","","","","",15,15,30,0,0,"False","True",NA,NA,"",NA,NA,"","7.47","0.64","SD","7.67","0.49","SD","7.13","0.83","SD","7.67","0.49","SD","Some Concerns","Some Concerns","Low Risk","Some Concerns","Some Concerns","Some Concerns","False","Randomization mentioned but method not specified; No blinding of participants or personnel reported; No missing outcome data (0% attrition); No information about blinding of outcome assessors; No pre-registration but all expected outcomes reported.",0,1,1,"Heinzel2013","between-groups",2,"Heinzel2013_Control-2","","SD","SD","original","1",4,28,4,"weeks","weeks","","SD","SD","days","days","0","0","Not Applicable","SENSITIVITY ANALYSIS: comparisons 9-16 are with group that partly exceeds age range","Heinzel2013_processed.xlsm","SENSITIVITY ANALYSIS: comparisons 9-16 are with group that partly exceeds age range","minutes",45,"TRUE",9,"",2,"Heinzel2013_2","Heinzel2013_Intervention-2",0.446369653069357,0.129367210176125,0.129367210176125,1,"",TRUE,0.446369653069357,0.129367210176125,"Morris dppc2","Digit Span Task",0,0,1,"Heinzel2013_2_A",1,0.129367210176125
"Heinzel2013_2_2_2","Pre-Post","Heinzel2013","Heinzel",2013,2,2,"Digit Span Task","Working Memory","Original","Backward span",25.8,"2","SD","24","30","Both","66.7","Working memory training improvements and gains in non-trained cognitive tasks in young and older adults","Aging, Neuropsychology, and Cognition","Heinzel, S., Schulte, S., Onken, J., Duong, Q. L., Riemer, T. G., Heinz, A., Kathmann, N., & Rapp, M. A. (2013). Working memory training improvements and gains in non-trained cognitive tasks in young and older adults. Aging, Neuropsychology, and Cognition, 20(6), 1-28. https://doi.org/10.1080/13825585.2013.790338","10.1080/13825585.2013.790338","Journal Article","Germany",16,"False","False","Newspaper advertisements, email, and blackboard notes at university and sports clubs for senior citizens","higher better","Longest digit list correctly repeated backwards","Digit span length","digits","0","16","none","Intermediate","Text and tables","Reported in text and tables","Passive","No-contact control group that did not participate in training","False","False","Control-2","Intervention-2","False",2,"True","False","Cognitive","Adaptive n-back working memory training with increasing difficulty by manipulating working memory load and presentation speed",3,12,"True",0,"True","n-back task with digits from 0-9 visually presented in the center of a black screen in randomized sequence one at a time, with varying levels of n (0 to 5) and interstimulus intervals (1800 to 1000 ms)","False","","Computerized","False","","","","",15,15,30,0,0,"False","True",NA,NA,"",NA,NA,"","5.8","1.21","SD","6.47","0.83","SD","6.07","0.88","SD","6.67","0.82","SD","Some Concerns","Some Concerns","Low Risk","Some Concerns","Some Concerns","Some Concerns","False","Randomization mentioned but method not specified; No blinding of participants or personnel reported; No missing outcome data (0% attrition); No information about blinding of outcome assessors; No pre-registration but all expected outcomes reported.",0,1,1,"Heinzel2013","between-groups",3,"Heinzel2013_Control-2","","SD","SD","original","1",4,28,4,"weeks","weeks","","SD","SD","days","days","0","0","Not Applicable","SENSITIVITY ANALYSIS: comparisons 9-16 are with group that partly exceeds age range","Heinzel2013_processed.xlsm","SENSITIVITY ANALYSIS: comparisons 9-16 are with group that partly exceeds age range","minutes",45,"TRUE",9,"",2,"Heinzel2013_2","Heinzel2013_Intervention-2",-0.0643776716055674,0.12628891224791,0.12628891224791,1,"",TRUE,-0.0643776716055674,0.12628891224791,"Morris dppc2","Digit Span Task",0,0,1,"Heinzel2013_2_A",1,0.12628891224791
"Heinzel2013_2_3_1","Pre-Post","Heinzel2013","Heinzel",2013,3,1,"CERAD Word List Learning Test","Learning & Memory (Recognition)","Original","Immediate Recall",25.8,"2","SD","24","30","Both","66.7","Working memory training improvements and gains in non-trained cognitive tasks in young and older adults","Aging, Neuropsychology, and Cognition","Heinzel, S., Schulte, S., Onken, J., Duong, Q. L., Riemer, T. G., Heinz, A., Kathmann, N., & Rapp, M. A. (2013). Working memory training improvements and gains in non-trained cognitive tasks in young and older adults. Aging, Neuropsychology, and Cognition, 20(6), 1-28. https://doi.org/10.1080/13825585.2013.790338","10.1080/13825585.2013.790338","Journal Article","Germany",16,"False","False","Newspaper advertisements, email, and blackboard notes at university and sports clubs for senior citizens","higher better","Number of words recalled immediately","Number of words","words","0","10","none","Intermediate","Text and tables","Reported in text and tables","Passive","No-contact control group that did not participate in training","False","False","Control-2","Intervention-2","False",2,"True","False","Cognitive","Adaptive n-back working memory training with increasing difficulty by manipulating working memory load and presentation speed",3,12,"True",0,"True","n-back task with digits from 0-9 visually presented in the center of a black screen in randomized sequence one at a time, with varying levels of n (0 to 5) and interstimulus intervals (1800 to 1000 ms)","False","","Computerized","False","","","","",15,15,30,0,0,"False","True",NA,NA,"",NA,NA,"","28.67","1.5","SD","29.47","0.74","SD","28.73","2.05","SD","29.93","0.26","SD","Some Concerns","Some Concerns","Low Risk","Some Concerns","Some Concerns","Some Concerns","False","Randomization mentioned but method not specified; No blinding of participants or personnel reported; No missing outcome data (0% attrition); No information about blinding of outcome assessors; No pre-registration but all expected outcomes reported.",0,1,1,"Heinzel2013","between-groups",4,"Heinzel2013_Control-2","","SD","SD","original","1",4,28,4,"weeks","weeks","","SD","SD","days","days","0","0","Not Applicable","SENSITIVITY ANALYSIS: comparisons 9-16 are with group that partly exceeds age range","Heinzel2013_processed.xlsm","SENSITIVITY ANALYSIS: comparisons 9-16 are with group that partly exceeds age range","minutes",45,"TRUE",9,"",2,"Heinzel2013_2","Heinzel2013_Intervention-2",0.216676473801087,0.126964274504643,0.126964274504643,1,"",TRUE,0.216676473801087,0.126964274504643,"Morris dppc2","CERAD Word List Learning Test",0,0,1,"Heinzel2013_2_A",1,0.126964274504643
"Heinzel2013_2_3_2","Pre-Post","Heinzel2013","Heinzel",2013,3,2,"CERAD Word List Learning Test","Learning & Memory (Recognition)","Original","Delayed Recall",25.8,"2","SD","24","30","Both","66.7","Working memory training improvements and gains in non-trained cognitive tasks in young and older adults","Aging, Neuropsychology, and Cognition","Heinzel, S., Schulte, S., Onken, J., Duong, Q. L., Riemer, T. G., Heinz, A., Kathmann, N., & Rapp, M. A. (2013). Working memory training improvements and gains in non-trained cognitive tasks in young and older adults. Aging, Neuropsychology, and Cognition, 20(6), 1-28. https://doi.org/10.1080/13825585.2013.790338","10.1080/13825585.2013.790338","Journal Article","Germany",16,"False","False","Newspaper advertisements, email, and blackboard notes at university and sports clubs for senior citizens","higher better","Number of words recalled after delay","Number of words","words","0","10","none","Intermediate","Text and tables","Reported in text and tables","Passive","No-contact control group that did not participate in training","False","False","Control-2","Intervention-2","False",2,"True","False","Cognitive","Adaptive n-back working memory training with increasing difficulty by manipulating working memory load and presentation speed",3,12,"True",0,"True","n-back task with digits from 0-9 visually presented in the center of a black screen in randomized sequence one at a time, with varying levels of n (0 to 5) and interstimulus intervals (1800 to 1000 ms)","False","","Computerized","False","","","","",15,15,30,0,0,"False","True",NA,NA,"",NA,NA,"","9.47","1.3","SD","9.8","0.77","SD","9.47","0.83","SD","10","0","SD","Some Concerns","Some Concerns","Low Risk","Some Concerns","Some Concerns","Some Concerns","False","Randomization mentioned but method not specified; No blinding of participants or personnel reported; No missing outcome data (0% attrition); No information about blinding of outcome assessors; No pre-registration but all expected outcomes reported.",0,1,1,"Heinzel2013","between-groups",5,"Heinzel2013_Control-2","","SD","SD","original","1",4,28,4,"weeks","weeks","","SD","SD","days","days","0","0","Not Applicable","SENSITIVITY ANALYSIS: comparisons 9-16 are with group that partly exceeds age range","Heinzel2013_processed.xlsm","SENSITIVITY ANALYSIS: comparisons 9-16 are with group that partly exceeds age range","minutes",45,"TRUE",9,"",2,"Heinzel2013_2","Heinzel2013_Intervention-2",0.178425810015336,0.12672582368523,0.12672582368523,1,"",TRUE,0.178425810015336,0.12672582368523,"Morris dppc2","CERAD Word List Learning Test",0,0,1,"Heinzel2013_2_A",1,0.12672582368523
"Heinzel2013_2_4_1","Pre-Post","Heinzel2013","Heinzel",2013,4,1,"Verbal Fluency Task","Executive Function/Attention","Original","Word generation",25.8,"2","SD","24","30","Both","66.7","Working memory training improvements and gains in non-trained cognitive tasks in young and older adults","Aging, Neuropsychology, and Cognition","Heinzel, S., Schulte, S., Onken, J., Duong, Q. L., Riemer, T. G., Heinz, A., Kathmann, N., & Rapp, M. A. (2013). Working memory training improvements and gains in non-trained cognitive tasks in young and older adults. Aging, Neuropsychology, and Cognition, 20(6), 1-28. https://doi.org/10.1080/13825585.2013.790338","10.1080/13825585.2013.790338","Journal Article","Germany",16,"False","False","Newspaper advertisements, email, and blackboard notes at university and sports clubs for senior citizens","higher better","Number of words generated","Number of words","words","0","NR","none","Far","Text and tables","Reported in text and tables","Passive","No-contact control group that did not participate in training","False","False","Control-2","Intervention-2","False",2,"True","False","Cognitive","Adaptive n-back working memory training with increasing difficulty by manipulating working memory load and presentation speed",3,12,"True",0,"True","n-back task with digits from 0-9 visually presented in the center of a black screen in randomized sequence one at a time, with varying levels of n (0 to 5) and interstimulus intervals (1800 to 1000 ms)","False","","Computerized","False","","","","",15,15,30,0,0,"False","True",NA,NA,"",NA,NA,"","21.13","2.64","SD","21.13","4.79","SD","19.93","3.79","SD","24.2","4.13","SD","Some Concerns","Some Concerns","Low Risk","Some Concerns","Some Concerns","Some Concerns","False","Randomization mentioned but method not specified; No blinding of participants or personnel reported; No missing outcome data (0% attrition); No information about blinding of outcome assessors; No pre-registration but all expected outcomes reported.",0,1,1,"Heinzel2013","between-groups",6,"Heinzel2013_Control-2","","SD","SD","original","1",4,28,4,"weeks","weeks","","SD","SD","days","days","0","0","Not Applicable","SENSITIVITY ANALYSIS: comparisons 9-16 are with group that partly exceeds age range","Heinzel2013_processed.xlsm","SENSITIVITY ANALYSIS: comparisons 9-16 are with group that partly exceeds age range","minutes",45,"TRUE",9,"",2,"Heinzel2013_2","Heinzel2013_Intervention-2",1.27206867381704,0.151754732034758,0.151754732034758,1,"",TRUE,1.27206867381704,0.151754732034758,"Morris dppc2","Verbal Fluency Task",0,0,1,"Heinzel2013_2_A",1,0.151754732034758
"Heinzel2013_2_5_1","Pre-Post","Heinzel2013","Heinzel",2013,5,1,"Raven Standard Progressive Matrices (RSPM)","Executive Function/Attention","Original","Correct items",25.8,"2","SD","24","30","Both","66.7","Working memory training improvements and gains in non-trained cognitive tasks in young and older adults","Aging, Neuropsychology, and Cognition","Heinzel, S., Schulte, S., Onken, J., Duong, Q. L., Riemer, T. G., Heinz, A., Kathmann, N., & Rapp, M. A. (2013). Working memory training improvements and gains in non-trained cognitive tasks in young and older adults. Aging, Neuropsychology, and Cognition, 20(6), 1-28. https://doi.org/10.1080/13825585.2013.790338","10.1080/13825585.2013.790338","Journal Article","Germany",16,"False","False","Newspaper advertisements, email, and blackboard notes at university and sports clubs for senior citizens","higher better","Number of correct items","Number of correct items","items","0","NR","none","Far","Text and tables","Reported in text and tables","Passive","No-contact control group that did not participate in training","False","False","Control-2","Intervention-2","False",2,"True","False","Cognitive","Adaptive n-back working memory training with increasing difficulty by manipulating working memory load and presentation speed",3,12,"True",0,"True","n-back task with digits from 0-9 visually presented in the center of a black screen in randomized sequence one at a time, with varying levels of n (0 to 5) and interstimulus intervals (1800 to 1000 ms)","False","","Computerized","False","","","","",15,15,30,0,0,"False","True",NA,NA,"",NA,NA,"","22.73","2.84","SD","23.07","2.34","SD","22.2","3.65","SD","24.53","2.9","SD","Some Concerns","Some Concerns","Low Risk","Some Concerns","Some Concerns","Some Concerns","False","Randomization mentioned but method not specified; No blinding of participants or personnel reported; No missing outcome data (0% attrition); No information about blinding of outcome assessors; No pre-registration but all expected outcomes reported.",0,1,1,"Heinzel2013","between-groups",7,"Heinzel2013_Control-2","","SD","SD","original","1",4,28,4,"weeks","weeks","","SD","SD","days","days","0","0","Not Applicable","SENSITIVITY ANALYSIS: comparisons 9-16 are with group that partly exceeds age range","Heinzel2013_processed.xlsm","SENSITIVITY ANALYSIS: comparisons 9-16 are with group that partly exceeds age range","minutes",45,"TRUE",9,"",2,"Heinzel2013_2","Heinzel2013_Intervention-2",0.592083213004207,0.131754675436247,0.131754675436247,1,"",TRUE,0.592083213004207,0.131754675436247,"Morris dppc2","Raven Standard Progressive Matrices (RSPM)",0,0,1,"Heinzel2013_2_A",1,0.131754675436247
